Year,LocationAbbr,LocationDesc,GeographicLevel,DataSource,Class,Topic,Data_Value,Data_Value_Unit,Data_Value_Type,Data_Value_Footnote_Symbol,Data_Value_Footnote,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,TopicID,LocationID,Location 1
2014,OR,Oregon,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,146.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,41,"(43.9313, -120.554)"
2014,WA,Washington,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,146.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,53,"(47.378, -120.428)"
2014,IL,Illinois,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,147.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,American Indian and Alaskan Native,T2,17,"(40.0644, -89.2034)"
2014,NE,Nebraska,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,147.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,31,"(41.5228, -99.8085)"
2014,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,147.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,12,"(28.6588, -82.497)"
2014,NJ,New Jersey,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,147.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,34,"(40.1987, -74.6768)"
2014,OR,Oregon,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,147.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,41,"(43.9313, -120.554)"
2014,RI,Rhode Island,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,148.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Hispanic,T2,44,"(41.682, -71.5617)"
2014,MI,Michigan,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,148.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,26,"(44.3371, -85.4387)"
2014,MD,Maryland,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,148.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,24,"(39.0648, -76.82)"
2014,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,149,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,11,"(38.9005, -77.0159)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,149.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,25,"(42.2573, -71.8024)"
2014,GA,Georgia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,150.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,13,"(32.6549, -83.4547)"
2014,TN,Tennessee,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,150.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Asian and Pacific Islander,T2,47,"(35.8465, -86.3351)"
2014,KY,Kentucky,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,151.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,21,"(37.5266, -85.29)"
2014,GA,Georgia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,151.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,13,"(32.6549, -83.4547)"
2014,IA,Iowa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,154,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,19,"(42.076, -93.5022)"
2014,MN,Minnesota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,154.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,27,"(46.3159, -94.3068)"
2014,OH,Ohio,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,155.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,39,"(40.2882, -82.7866)"
2014,MI,Michigan,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,157,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,26,"(44.3371, -85.4387)"
2014,SC,South Carolina,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,157.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,American Indian and Alaskan Native,T2,45,"(33.9187, -80.9014)"
2014,WI,Wisconsin,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,157.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,55,"(44.6333, -90.0068)"
2014,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,158.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,10,"(38.9952, -75.5014)"
2014,VA,Virginia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,158.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,51,"(37.5188, -78.8507)"
2014,MN,Minnesota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,158.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,27,"(46.3159, -94.3068)"
2014,LA,Louisiana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,158.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Asian and Pacific Islander,T2,22,"(31.0964, -92.0302)"
2014,WA,Washington,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,158.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,53,"(47.378, -120.428)"
2014,RI,Rhode Island,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,159.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,44,"(41.682, -71.5617)"
2014,PA,Pennsylvania,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,159.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,42,"(40.8749, -77.8022)"
2014,WI,Wisconsin,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,160.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Asian and Pacific Islander,T2,55,"(44.6333, -90.0068)"
2014,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,160.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Hispanic,T2,9,"(41.6179, -72.7254)"
2014,NY,New York,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,160.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Asian and Pacific Islander,T2,36,"(42.9465, -75.512)"
2014,TX,Texas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,161,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,48,"(31.4906, -99.3517)"
2014,ID,Idaho,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,161.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,16,"(44.3858, -114.661)"
2014,MO,Missouri,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,161.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,29,"(38.3641, -92.4798)"
2014,GA,Georgia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,161.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,13,"(32.6549, -83.4547)"
2014,MT,Montana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,161.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,30,"(47.0332, -109.653)"
2014,IL,Illinois,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,162,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,17,"(40.0644, -89.2034)"
2014,LA,Louisiana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,162.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,American Indian and Alaskan Native,T2,22,"(31.0964, -92.0302)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,163,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,25,"(42.2573, -71.8024)"
2014,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,163.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,American Indian and Alaskan Native,T2,1,"(32.7949, -86.8267)"
2014,NY,New York,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,163.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,American Indian and Alaskan Native,T2,36,"(42.9465, -75.512)"
2014,PA,Pennsylvania,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,163.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,American Indian and Alaskan Native,T2,42,"(40.8749, -77.8022)"
2014,UT,Utah,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,163.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Asian and Pacific Islander,T2,49,"(39.3231, -111.676)"
2014,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,163.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,1,"(32.7949, -86.8267)"
2014,NJ,New Jersey,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,164.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Hispanic,T2,34,"(40.1987, -74.6768)"
2014,LA,Louisiana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,164.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,22,"(31.0964, -92.0302)"
2014,SC,South Carolina,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,165.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,45,"(33.9187, -80.9014)"
2014,UT,Utah,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,165.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Hispanic,T2,49,"(39.3231, -111.676)"
2014,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,166.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,5,"(34.8982, -92.434)"
2014,RI,Rhode Island,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,166.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,44,"(41.682, -71.5617)"
2014,IA,Iowa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,167.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,19,"(42.076, -93.5022)"
2014,TN,Tennessee,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,168.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,47,"(35.8465, -86.3351)"
2014,KS,Kansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,168.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,20,"(38.4828, -98.384)"
2014,MO,Missouri,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,168.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,29,"(38.3641, -92.4798)"
2014,VA,Virginia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,169,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,51,"(37.5188, -78.8507)"
2014,NE,Nebraska,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,169.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,31,"(41.5228, -99.8085)"
2014,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,169.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,American Indian and Alaskan Native,T2,12,"(28.6588, -82.497)"
2014,ID,Idaho,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,169.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,16,"(44.3858, -114.661)"
2014,NV,Nevada,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,169.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Asian and Pacific Islander,T2,32,"(39.352, -116.65)"
2014,AK,Alaska,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,170.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,2,"(64.3173, -152.571)"
2014,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,170.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,10,"(38.9952, -75.5014)"
2014,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,170.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Hispanic,T2,8,"(38.997, -105.549)"
2014,MD,Maryland,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,171,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,24,"(39.0648, -76.82)"
2014,NC,North Carolina,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,171.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,37,"(35.5475, -79.4019)"
2014,PA,Pennsylvania,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,171.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Hispanic,T2,42,"(40.8749, -77.8022)"
2014,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,171.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,11,"(38.9005, -77.0159)"
2014,TN,Tennessee,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,172.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,47,"(35.8465, -86.3351)"
2014,AK,Alaska,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,172.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,2,"(64.3173, -152.571)"
2014,MN,Minnesota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,172.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,27,"(46.3159, -94.3068)"
2014,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,173,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,6,"(37.2414, -119.601)"
2014,MN,Minnesota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,173,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,27,"(46.3159, -94.3068)"
2014,ID,Idaho,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,173.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,American Indian and Alaskan Native,T2,16,"(44.3858, -114.661)"
2014,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,173.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,4,"(34.2921, -111.664)"
2014,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,174,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Hispanic,T2,4,"(34.2921, -111.664)"
2014,NM,New Mexico,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,174.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,35,"(34.4228, -106.102)"
2014,NM,New Mexico,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,175.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,American Indian and Alaskan Native,T2,35,"(34.4228, -106.102)"
2014,LA,Louisiana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,176.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,22,"(31.0964, -92.0302)"
2014,AK,Alaska,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,176.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Black,T2,2,"(64.3173, -152.571)"
2014,IN,Indiana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,178.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,18,"(39.9128, -86.2757)"
2014,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,178.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,9,"(41.6179, -72.7254)"
2014,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,178.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Hispanic,T2,6,"(37.2414, -119.601)"
2014,MS,Mississippi,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,179.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Asian and Pacific Islander,T2,28,"(32.7577, -89.6646)"
2014,SC,South Carolina,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,179.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,American Indian and Alaskan Native,T2,45,"(33.9187, -80.9014)"
2014,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,179.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,11,"(38.9005, -77.0159)"
2014,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,179.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,American Indian and Alaskan Native,T2,4,"(34.2921, -111.664)"
2014,MO,Missouri,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,180.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,American Indian and Alaskan Native,T2,29,"(38.3641, -92.4798)"
2014,NV,Nevada,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,181.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Hispanic,T2,32,"(39.352, -116.65)"
2014,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,181.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,11,"(38.9005, -77.0159)"
2014,NJ,New Jersey,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,182.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,34,"(40.1987, -74.6768)"
2014,IL,Illinois,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,182.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,17,"(40.0644, -89.2034)"
2014,HI,Hawaii,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,183,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Asian and Pacific Islander,T2,15,"(20.2408, -156.326)"
2014,MD,Maryland,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,183.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,American Indian and Alaskan Native,T2,24,"(39.0648, -76.82)"
2014,OR,Oregon,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,183.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,41,"(43.9313, -120.554)"
2014,RI,Rhode Island,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,183.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Asian and Pacific Islander,T2,44,"(41.682, -71.5617)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,184.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Black,T2,25,"(42.2573, -71.8024)"
2014,MN,Minnesota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,185.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Black,T2,27,"(46.3159, -94.3068)"
2014,KS,Kansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,185.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,20,"(38.4828, -98.384)"
2014,ME,Maine,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,186.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Black,T2,23,"(45.3889, -69.2349)"
2014,OH,Ohio,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,187,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,39,"(40.2882, -82.7866)"
2014,WI,Wisconsin,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,187.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,55,"(44.6333, -90.0068)"
2014,ID,Idaho,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,188,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,16,"(44.3858, -114.661)"
2014,UT,Utah,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,188.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,American Indian and Alaskan Native,T2,49,"(39.3231, -111.676)"
2014,OK,Oklahoma,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,188.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Hispanic,T2,40,"(35.5848, -97.5098)"
2014,PA,Pennsylvania,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,189.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,42,"(40.8749, -77.8022)"
2014,SC,South Carolina,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,189.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,American Indian and Alaskan Native,T2,45,"(33.9187, -80.9014)"
2014,HI,Hawaii,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,190.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,15,"(20.2408, -156.326)"
2014,UT,Utah,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,190.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,49,"(39.3231, -111.676)"
2014,UT,Utah,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,190.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,49,"(39.3231, -111.676)"
2014,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,191,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,12,"(28.6588, -82.497)"
2014,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,191.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Asian and Pacific Islander,T2,5,"(34.8982, -92.434)"
2014,NE,Nebraska,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,191.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,31,"(41.5228, -99.8085)"
2014,OR,Oregon,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,191.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Black,T2,41,"(43.9313, -120.554)"
2014,RI,Rhode Island,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,191.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,44,"(41.682, -71.5617)"
2014,NV,Nevada,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,192.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,American Indian and Alaskan Native,T2,32,"(39.352, -116.65)"
2014,WA,Washington,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,192.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,53,"(47.378, -120.428)"
